ID;pH;EC;Na;K;MO;Kdisp;Silt;ECEC;BD;CEC;Ca;Mg;Sand;Clay;SQIw;SAVI;EVI;NDWI;NDVI;NDMI;NDII;GCI;clase;X;Y;dpto;prov;dist;Culitvo priorizado;Textura;TS;GM;ZV;CL;EG;MP;SSST;ECP;EMP;EPP;ESP;CM;CK;MK;CMK;DC;FC;NDC;GR;SK;SA;Pmon;Pan;Tmin;Tmax;Tavg;Slope;Hillshade;Orientition;Elevation;TPI;TRI;TWI;Precipitation;Temperature
36;7.7;7.46;0.5;0.3;1.4;74.5;23.2;20.6;1.53;17.5;16.4;2.4;56.5;20.3;0.74;0.25;0.33;-0.27;0.3;0.24;0.12;0.88;Bajo;596675;9436483;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;79.61;11.65;1.46;2.43;6.83;54.67;8;62.67;46.48;804;-757.52;0;NA;NA;13.33;160;18.24;29.78;24.02;3.25;174;90;107;0.694;1.281;8.102;212.16;24.8
37;7.4;8.02;0.1;0.5;0.9;142.9;27.2;14.2;1.56;21.9;10.9;2.2;62.6;10.2;0.46;0.26;0.35;-0.27;0.33;0.24;0.12;0.9;Bajo;599619;9432673;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;76.76;15.49;3.52;0.7;4.95;21.8;4.4;26.2;39.64;550.58;-510.94;0;NA;NA;14.67;176;18.25;29.95;24.1;3.62;177;26.66;101;-0.224;0.932;7.945;216.8;24.8
38;7.7;6.34;0.2;0.4;2;170;29.2;29.4;1.41;20.3;24.2;3.6;24.6;46.3;0.82;0.33;0.43;-0.31;0.4;0.35;0.21;1.14;Medio;598354;9432827;Piura;Morropon;Chulucanas;Mango;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;82.31;12.24;1.36;0.68;6.72;60.5;9;69.5;53.32;1186.96;-1133.64;0;NA;NA;14.33;172;18.22;29.95;24.08;3.63;186;296.47;98;1.388;0.876;7.896;212.64;24.8
39;7.4;4.31;0.1;0.9;3.4;313.9;31.2;19.6;1.47;16.7;15.3;2.3;40.5;28.4;0.79;0.31;0.4;-0.36;0.38;0.21;0.07;0.91;Alto;597988;9435583;Piura;Morropon;Chulucanas;Mango;Clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;78.06;11.73;4.59;0.51;6.65;17;2.56;19.56;62.21;751.68;-689.47;0;NA;NA;14.25;171;18.28;29.83;24.06;6.88;172;45.11;109;2.265;2.414;7.355;215.73;24.81
40;7.3;10.28;2.6;0.2;1.9;320;30.2;26.6;1.42;18.8;17.9;4.9;28;41.8;0.6;0.33;0.46;-0.29;0.43;0.26;0.13;0.98;Medio;597797;9431118;Piura;Morropon;Chulucanas;Mango;Clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;67.29;18.42;0.75;9.77;3.65;89.5;24.5;114;100.23;942.68;-842.45;4.65794226;NA;NA;14.58;175;18.22;29.98;24.11;1.62;180;180;94;-1.49;1.54;8.692;208.01;24.8
41;7.5;4.3;0.1;0.5;1.4;116.2;24.2;18.2;1.52;15.7;12.7;3.4;54.1;21.7;0.71;0.37;0.52;-0.26;0.48;0.29;0.16;0.96;Bajo;597799;9435947;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;69.78;18.68;2.75;0.55;3.74;25.4;6.8;32.2;43.48;663.98;-620.5;0;NA;NA;13.75;165;18.23;29.82;24.03;3.25;186;270;104;0.469;1.357;8.076;215.52;24.8
42;7.1;8.91;0.2;0.4;0.9;37.5;10.2;11.95;1.54;16.9;8.5;1.6;66;23.8;0.75;0.38;0.53;-0.28;0.48;0.34;0.22;1.1;Muy bajo;595589;9437309;Piura;Morropon;Chulucanas;Mango;Sandy loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;71.13;13.39;3.35;1.67;5.31;21.25;4;25.25;34.22;426.46;-392.24;0;NA;NA;13.33;160;18.27;29.82;24.03;1.63;183;270;101;-3.837;1.8;8.781;210.5;24.8
43;7.5;10.5;0.2;0.1;1.1;41.9;16.2;19.7;1.46;16.4;15.7;2.7;42.1;41.7;0.77;0.36;0.49;-0.27;0.45;0.32;0.19;1.02;Bajo;595746;9437432;Piura;Morropon;Chulucanas;Mango;Loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;79.7;13.71;0.51;1.02;5.81;157;27;184;29.79;779.86;-750.07;0;NA;NA;13.33;160;18.27;29.82;24.03;7.26;192;243.53;106;-1.02;2.085;7.304;211.16;24.8
44;7.3;5.29;0.1;0.3;0.5;77;21.2;19.2;1.45;19.1;15.1;2.7;36.5;42.3;0.81;0.34;0.45;-0.29;0.43;0.27;0.15;0.87;Bajo;602159;9434625;Piura;Morropon;Chulucanas;Mango;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;78.65;14.06;1.56;0.52;5.59;50.33;9;59.33;35.69;752.88;-717.19;0;NA;NA;15.25;183;18.32;29.93;24.13;3.24;180;314.88;111;0.531;2.091;8.144;227.35;24.9
45;7.6;10.12;0.3;0.4;2.1;114.6;17.2;27.9;1.43;18.4;20.6;5.6;36.5;46.3;0.84;0.4;0.54;-0.27;0.49;0.27;0.16;0.94;Medio;598162;9437376;Piura;Morropon;Chulucanas;Mango;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;73.84;20.07;1.43;1.08;3.68;51.5;14;65.5;55.62;1079.14;-1023.52;0;NA;NA;14.58;175;18.27;29.8;24.03;3.62;177;26.66;109;-1.122;1.674;8.03;218.76;24.8
46;7.4;4.84;0.1;0.4;2;112.3;21.2;20.3;1.53;16.5;15.9;2.9;58.6;20.2;0.8;0.39;0.55;-0.26;0.49;0.33;0.21;1.07;Bajo;596177;9437515;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;78.33;14.29;1.97;0.49;5.48;39.75;7.25;47;41.33;794.38;-753.05;0;NA;NA;13.5;162;18.27;29.82;24.03;6.88;189;225.11;111;1.061;1.932;7.385;212.13;24.8
47;7.3;3.24;0.1;0.4;2;127.5;23.2;13.9;1.48;17.3;10.5;1.9;46.6;30.2;0.71;0.36;0.51;-0.25;0.46;0.33;0.21;1.03;Bajo;595936;9436264;Piura;Morropon;Chulucanas;Mango;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Non salt afected soil;75.54;13.67;2.88;0.72;5.53;26.25;4.75;31;34.23;524.38;-490.15;0;NA;NA;13.08;157;18.25;29.77;24.01;3.25;180;144.35;104;0.306;1.146;11.559;210;24.8
48;7.8;9.95;0.7;0.4;0.8;119.3;17.2;23.1;1.51;18.1;17.6;3.4;54.5;28.3;0.63;0.34;0.45;-0.33;0.41;0.27;0.15;0.98;Muy bajo;596306;9434703;Piura;Morropon;Chulucanas;Mango;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;76.19;14.72;1.73;3.03;5.18;44;8.5;52.5;58.88;885.46;-826.58;0;NA;NA;13.33;160;18.25;29.84;24.04;3.63;186;243.53;95;-0.612;1.397;7.886;208.16;24.8
49;7.8;6.53;0.1;0.4;1.2;138.4;29.2;18.45;1.39;17.6;13.8;2.9;18.6;52.2;0.6;0.33;0.45;-0.27;0.42;0.29;0.17;0.96;Bajo;599978;9434941;Piura;Morropon;Chulucanas;Mango;Silty clay loam;Lixisols;Floodplain;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;74.8;15.72;2.17;0.54;4.76;34.5;7.25;41.75;39.23;699.88;-660.65;0;NA;NA;14.5;174;18.29;29.89;24.09;3.62;177;153.34;103;0.163;1.235;7.961;219.55;24.86
50;7.4;25.04;0.2;0.5;2.4;238.5;12.2;18.5;1.57;18.4;14.3;2.5;74.1;13.7;0.62;0.4;0.56;-0.25;0.51;0.3;0.18;1;Bajo;604721;9435275;Piura;Morropon;Chulucanas;Mango;Sandy loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;77.3;13.51;2.7;1.08;5.72;28.6;5;33.6;46.05;711.86;-665.81;0;NA;NA;15.92;191;18.33;29.9;24.11;2.29;177;45.11;130;-1.408;3.891;8.661;237.49;24.81
51;8.1;9.61;0.2;0.7;2.5;172.6;22.2;49.15;1.5;20.4;41.7;5.3;52.1;25.7;0.74;0.38;0.53;-0.27;0.48;0.28;0.17;0.92;Medio;595781;9439473;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Alkaline saline soil;84.84;10.78;1.42;0.41;7.87;59.57;7.57;67.14;87.21;2020.66;-1933.45;0;NA;NA;14.17;170;18.31;29.88;24.11;8.72;174;158.12;110;0.449;1.852;7.145;214.48;24.8
52;7.3;4.66;0.1;0.9;1.5;77.1;22.2;18.1;1.51;18.1;13.1;3;52.1;25.7;0.77;0.43;0.59;-0.33;0.52;0.4;0.27;1.37;Bajo;601596;9434691;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;72.38;16.57;4.97;0.55;4.37;14.56;3.33;17.89;61.2;671.58;-610.38;0;NA;NA;14.92;179;18.31;29.91;24.11;2.29;183;225.11;109;-0.082;1.291;8.476;225.44;24.9
53;7.4;15.38;0.1;0.5;1.9;169.5;20.2;19.9;1.51;17.9;15;3.3;56;23.8;0.78;0.24;0.31;-0.34;0.31;0.34;0.22;1.15;Bajo;593227;9434765;Piura;Morropon;Chulucanas;Mango;Sandy clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Alluvial deposit;Neutral saline soil;75.38;16.58;2.51;0.5;4.55;30;6.6;36.6;45.61;764.78;-719.17;0;NA;NA;13.17;158;18.22;29.87;24.03;3.62;183;206.66;91;-1.776;1.81;7.858;199.15;24.8
54;7.7;6.38;0.1;0.2;1;113.7;13.2;15.1;1.51;17.7;11.5;1.8;56.6;30.2;0.63;0.4;0.55;-0.24;0.51;0.28;0.16;0.92;Muy bajo;593406;9434722;Piura;Morropon;Chulucanas;Mango;Sandy loam;Ferralsols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Alluvial deposit;Neutral saline soil;76.16;11.92;1.32;0.66;6.39;57.5;9;66.5;26.06;566.48;-540.42;0;NA;NA;13;156;18.22;29.82;24.02;1.62;180;180;94;1.041;1.784;8.667;200.21;24.8
55;7.7;9.5;0.1;0.9;3.7;320.9;25.2;21.8;1.48;17.3;17.3;2.5;46.7;28.1;0.76;0.37;0.53;-0.27;0.48;0.26;0.15;0.88;Alto;596087;9436353;Piura;Morropon;Chulucanas;Mango;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Alluvial deposit;Neutral saline soil;79.36;11.47;4.13;0.46;6.92;19.22;2.78;22;64.55;847.08;-782.53;0;NA;NA;13.33;160;18.24;29.78;24.02;3.24;180;180;104;-0.061;1.557;11.563;210.43;24.8
56;7.8;7.8;0.2;0.4;1.7;107.7;20.1;14.9;1.4;18;10.2;3.1;27.6;52.3;0.52;0.43;0.59;-0.31;0.51;0.25;0.16;0.92;Bajo;607645;9421991;Piura;Morropon;La Matanza;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;68.46;20.81;2.68;1.34;3.29;25.5;7.75;33.25;38.47;543.46;-504.99;0;NA;NA;15.92;191;18.32;29.91;24.11;3.63;186;296.47;107;-0.878;1.452;8.006;229.14;24.9
57;7.9;9.7;0.9;0.5;2.1;203.8;19.2;32.3;1.47;21.4;26.8;3.6;46.5;34.4;0.55;0.34;0.46;-0.35;0.42;0.14;0.03;0.76;Bajo;601223;9430513;Piura;Morropon;La Matanza;Banano;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;82.97;11.15;1.55;2.79;7.44;53.6;7.2;60.8;77.92;1305.32;-1227.4;0;NA;NA;15.33;184;18.28;29.98;24.13;5.14;172;108.37;101;-0.49;1.163;7.598;220.17;24.84
58;7.5;14.96;1.9;0.6;2.3;302;43.5;28.1;1.38;16.6;19.8;4.8;10.5;46;0.59;0.35;0.46;-0.33;0.41;0.34;0.21;1.21;Medio;606281;9422430;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;70.46;17.08;2.14;6.76;4.13;33;8;41;102.46;1024.62;-922.16;1.75764151;NA;NA;15.17;182;18.27;29.91;24.09;3.63;174;116.47;103;-2.429;1.278;7.983;226.75;24.88
59;7.8;10.65;0.9;0.5;1.5;224;37.2;37.1;1.38;16.3;29.8;4.9;12.5;50.3;0.56;0.47;0.67;-0.24;0.55;0.37;0.26;1.27;Bajo;606281;9422773;Piura;Morropon;La Matanza;Banano;Silty clay loam;Acrisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;80.32;13.21;1.35;2.43;6.08;59.6;9.8;69.4;83.13;1475.42;-1392.29;0;NA;NA;15.17;182;18.27;29.91;24.09;4.59;174;45.12;109;1.735;2.155;7.767;228.2;24.9
60;7.7;6.47;0.3;0.3;1.5;91.2;15.4;13.6;1.41;16;9.2;2.8;32.5;52.1;0.54;0.48;0.69;-0.24;0.56;0.43;0.3;1.52;Bajo;607932;9425139;Piura;Morropon;La Matanza;Banano;Silty loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;67.65;20.59;2.21;2.21;3.29;30.67;9.33;40;34.96;490.44;-455.48;0;NA;NA;16;192;18.34;29.86;24.1;3.62;177;26.66;110;2.959;1.772;8.001;237.89;24.9
61;7.7;6.31;0.7;0.4;2.2;115.5;34.1;21.6;1.37;18;14;5.5;13.7;52.2;0.52;0.54;0.79;-0.23;0.61;0.41;0.28;1.41;Bajo;607538;9421489;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;64.81;25.46;1.85;3.24;2.55;35;13.75;48.75;58.85;780.16;-721.31;0;NA;NA;15.92;191;18.32;29.91;24.11;4.86;180;180;112;4.673;1.719;7.71;227.33;24.9
62;7.7;7.07;0.3;0.3;0.3;73.8;11.9;14.9;1.47;24.9;9.7;3.6;46.6;41.5;0.6;0.39;0.55;-0.31;0.49;0.28;0.15;0.99;Bajo;600486;9429232;Piura;Morropon;La Matanza;Limon;Loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.1;24.16;2.01;2.01;2.69;32.33;12;44.33;36.82;534.54;-497.72;0;NA;NA;14.67;176;18.23;30.02;24.14;1.63;183;270;100;1.224;1.111;8.721;214.98;24.8
63;7.8;12.46;0.7;0.6;1.4;176.7;33.7;28.2;1.35;16.8;21.4;4.5;8.3;58;0.49;0.4;0.56;-0.24;0.5;0.37;0.26;1.35;Medio;606423;9422795;Piura;Morropon;La Matanza;Banano;Silty clay loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;75.89;15.96;2.13;2.48;4.76;35.67;7.5;43.17;73.55;1086.36;-1012.81;0;NA;NA;15.17;182;18.27;29.91;24.09;3.63;186;243.53;105;-1.837;1.517;7.996;228.87;24.9
64;7.4;7.51;0.2;1;1.4;281.8;19.8;14.1;1.52;24.9;8.8;3.1;56.6;23.6;0.67;0.32;0.42;-0.29;0.4;0.29;0.17;0.94;Bajo;600440;9429146;Piura;Morropon;La Matanza;Frijol;Sandy loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;62.41;21.99;7.09;1.42;2.84;8.8;3.1;11.9;64.07;481.06;-416.99;0;NA;NA;14.67;176;18.23;30.02;24.14;5.14;180;251.64;99;0.163;0.976;11.511;214.88;24.8
65;7.7;11.17;0.6;0.5;1.4;151.7;25.9;20.9;1.44;24.9;14.8;4;34.5;39.6;0.65;0.45;0.62;-0.29;0.53;0.28;0.15;0.98;Bajo;600548;9429081;Piura;Morropon;La Matanza;Limon;Loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;70.81;19.14;2.39;2.87;3.7;29.6;8;37.6;59.1;775.58;-716.48;0;NA;NA;14.67;176;18.23;30.02;24.14;3.25;174;90;98;0.102;1.81;8.02;215.2;24.8
66;7.7;9.15;2.4;0.7;2.5;181.1;35.9;26;1.35;17.9;16.4;5.5;8.6;55.5;0.33;0.38;0.52;-0.28;0.47;0.3;0.17;0.97;Bajo;602446;9426486;Piura;Morropon;La Matanza;Limon;Silty clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline sodic soil;63.08;21.15;2.69;9.23;2.98;23.43;7.86;31.29;117.25;891.52;-774.27;3.84110209;NA;NA;14.5;174;18.23;29.9;24.06;5.12;177;161.49;102;1.245;1.204;7.594;219.63;24.89
67;7.7;10.63;0.7;0.7;1.1;345.5;43.6;25.8;1.41;23.6;18.8;4.6;16.7;39.7;0.68;0.25;0.34;-0.31;0.32;0.25;0.13;0.88;Medio;600065;9429263;Piura;Morropon;La Matanza;Limon;Clayey;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;72.87;17.83;2.71;2.71;4.09;26.86;6.57;33.43;75.62;972.16;-896.54;0;NA;NA;14.67;176;18.23;30.02;24.14;1.63;183;270;97;-0.122;0.94;8.706;213.42;24.8
68;7.8;10.57;0.2;0.3;1.4;87.4;9.6;13;1.5;24.5;9.1;2.4;56.4;34;0.57;0.4;0.56;-0.29;0.5;0.32;0.18;1.07;Muy bajo;600294;9429362;Piura;Morropon;La Matanza;Limon;Sandy loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;70;18.46;2.31;1.54;3.79;30.33;8;38.33;31.68;474.96;-443.28;0;NA;NA;14.67;176;18.23;30.02;24.14;1.62;180;153.34;99;0.673;1.331;8.721;214.28;24.8
69;7.8;12.02;1;0.2;1.9;65.3;20.1;20.3;1.39;18;13.3;4.8;25.7;54.2;0.27;0.49;0.69;-0.26;0.56;0.4;0.28;1.39;Muy bajo;607719;9422001;Piura;Morropon;La Matanza;Banano;Silty loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.52;23.65;0.99;4.93;2.77;66.5;24;90.5;55.46;730.1;-674.64;0;NA;NA;15.92;191;18.32;29.91;24.11;4.59;174;134.88;109;0.898;1.266;7.774;229.51;24.9
70;7.9;11.1;0.4;1.1;1.3;279.2;36.1;30.6;1.43;18.6;21.4;6.7;25.6;38.3;0.77;0.36;0.5;-0.28;0.45;0.28;0.15;0.94;Medio;603462;9425025;Piura;Morropon;La Matanza;Limon;Clay loam;Lixisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;69.93;21.9;3.59;1.31;3.19;19.45;6.09;25.55;92.29;1145.72;-1053.43;0;NA;NA;14.58;175;18.24;29.86;24.04;2.29;177;134.88;101;-0.755;2.236;8.407;221.34;24.85
71;7.8;9.68;0.4;0.9;1.8;233.3;23.9;28.7;1.45;21.7;22;4.4;36.6;39.5;0.79;0.26;0.34;-0.32;0.32;0.22;0.12;0.88;Medio;602311;9431195;Piura;Morropon;La Matanza;Mango;Loam;Lixisols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;76.66;15.33;3.14;1.39;5;24.44;4.89;29.33;79.98;1110.42;-1030.44;0;NA;NA;15.33;184;18.31;29.98;24.14;1.63;183;270;105;-1.898;1.418;8.8;224.95;24.9
72;7.6;9.2;1;0.3;3.8;79.2;16.1;21.4;1.41;24.9;15.1;4;33.7;50.2;0.46;0.39;0.55;-0.31;0.49;0.3;0.16;1.05;Bajo;600489;9429213;Piura;Morropon;La Matanza;Limon;Silty loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;70.56;18.69;1.4;4.67;3.78;50.33;13.33;63.67;60.4;789.6;-729.2;0;NA;NA;14.67;176;18.23;30.02;24.14;1.63;183;270;100;1.224;1.111;8.721;214.98;24.8
73;7.7;18.08;0.9;0.9;2.2;216.6;35.9;22.2;1.45;24.1;14.5;4.9;32.6;31.5;0.48;0.33;0.44;-0.31;0.39;0.22;0.1;0.89;Bajo;599738;9429488;Piura;Morropon;La Matanza;Limon;Clay loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.32;22.07;4.05;4.05;2.96;16.11;5.44;21.56;85.83;787.32;-701.49;0;NA;NA;14.58;175;18.2;30.03;24.14;1.62;180;180;98;-0.449;1.429;8.722;212.83;24.8
74;7.5;7.44;0.5;0.4;1.3;123;23.7;19.3;1.35;16.7;14;3.4;12.6;63.7;0.49;0.53;0.76;-0.25;0.61;0.44;0.31;1.56;Bajo;607800;9425289;Piura;Morropon;La Matanza;Banano;Silty loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;72.54;17.62;2.07;2.59;4.12;35;8.5;43.5;50.28;723.1;-672.82;0;NA;NA;16.33;196;18.34;29.86;24.11;1.62;180;180;108;1.184;1.452;8.804;237.89;24.9
75;7.6;10.06;0.8;0.5;1.7;219.7;43.2;24.6;1.39;23.6;17.6;4.7;12.6;44.2;0.63;0.31;0.42;-0.27;0.38;0.25;0.13;0.83;Medio;599895;9429105;Piura;Morropon;La Matanza;Limon;Silty clay loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;71.54;19.11;2.03;3.25;3.74;35.2;9.4;44.6;68.09;920.84;-852.75;0;NA;NA;14.67;176;18.23;30.02;24.14;2.29;183;225.12;93;-2.306;1.729;8.343;212.67;24.8
76;7.8;5.97;0.8;0.2;0.7;82.1;13.5;14;1.49;24.5;9.1;2.9;50.5;36;0.4;0.4;0.55;-0.32;0.49;0.3;0.17;0.97;Muy bajo;600289;9429292;Piura;Morropon;La Matanza;Limon;Loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;65;20.71;1.43;5.71;3.14;45.5;14.5;60;43.03;489.44;-446.41;0.38095945;NA;NA;14.67;176;18.23;30.02;24.14;3.62;177;153.34;100;2.184;1.24;7.912;214.12;24.8
77;7.6;18.71;0.9;0.8;2.2;226.7;33.9;25;1.46;24.5;16.8;5.5;34.6;31.5;0.55;0.39;0.56;-0.27;0.49;0.31;0.18;0.97;Bajo;600167;9429484;Piura;Morropon;La Matanza;Limon;Clay loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;67.2;22;3.2;3.6;3.05;21;6.88;27.88;84.65;906.92;-822.27;0;NA;NA;14.67;176;18.23;30.02;24.14;6.68;177;165.91;99;0.694;2.323;7.304;214.13;24.8
78;7.3;12.51;0.2;0.4;1;207.1;11.2;11.5;1.58;23.9;7.4;2.5;74.5;14.3;0.56;0.26;0.32;-0.31;0.29;0.16;0.06;0.77;Bajo;600133;9428441;Piura;Morropon;La Matanza;Frijol;Sandy loam;Lixisols;Alluvial plain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;64.35;21.74;3.48;1.74;2.96;18.5;6.25;24.75;34.65;401.26;-366.61;0;NA;NA;15;180;18.18;30.01;24.09;4.86;180;90;98;-0.673;3.291;7.627;212.89;24.8
79;7.7;7.04;0.6;0.6;1.9;148;35.9;20.7;1.36;17.9;13.6;4.9;8.6;55.5;0.49;0.43;0.6;-0.23;0.51;0.39;0.27;1.35;Bajo;602540;9426460;Piura;Morropon;La Matanza;Limon;Silty clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;65.7;23.67;2.9;2.9;2.78;22.67;8.17;30.83;63.93;745.98;-682.05;0;NA;NA;14.75;177;18.27;29.84;24.04;2.29;177;134.88;99;-1.49;1.473;8.395;220.06;24.89
80;7.4;6.23;0.3;0.3;1.7;131.3;19.4;17.6;1.4;17.1;12.5;3.5;26.4;54.2;0.63;0.48;0.67;-0.27;0.56;0.37;0.25;1.3;Medio;607788;9425509;Piura;Morropon;La Matanza;Banano;Silty loam;Ferralsols;Alluvial terrace;Tropical Premontane desert scrub;D (i , p) A';Cenozoico;Fluvial deposit;Neutral saline soil;71.02;19.89;1.7;1.7;3.57;41.67;11.67;53.33;39.45;657.84;-618.39;0;NA;NA;16.33;196;18.34;29.86;24.11;6.68;183;194.09;104;-2.102;1.876;7.381;238.11;24.9
81;7.6;9.96;0.3;1.1;1.7;277.3;36.1;24;1.41;23.7;15.9;5.7;21.6;42.3;0.75;0.24;0.3;-0.37;0.28;0.21;0.07;0.89;Alto;599949;9428884;Piura;Morropon;La Matanza;Uva;Clay loam;Lixisols;Floodplain;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;66.25;23.75;4.58;1.25;2.79;14.45;5.18;19.64;82.59;871.04;-788.45;0;NA;NA;14.67;176;18.23;30.02;24.14;1.63;177;90;96;0.755;1.363;8.686;212.67;24.8
82;7.8;11.35;0.4;0.4;2.2;220.3;31.4;39;1.42;20.2;31.8;5.4;26.4;42.1;0.79;0.48;0.67;-0.23;0.56;0.4;0.28;1.4;Alto;603631;9423871;Piura;Morropon;La Matanza;Banano;Clay loam;Fluvisols;Alluvial terrace;Tropical desert scrub;E (d) A';Cenozoico;Fluvial deposit;Neutral saline soil;81.54;13.85;1.03;1.03;5.89;79.5;13.5;93;68.98;1577.92;-1508.94;0;NA;NA;14.83;178;18.22;29.89;24.04;3.24;180;90;102;-0.388;1.066;8.069;219.6;24.81
